序号,评论标识号,上级评论,用户标识符,时间,用户名,性别,评论内容,评论点赞数,评论回复数,粉丝牌,评论IP,主页IP,用户简介,微博认证,是否认证,会员等级,年龄,星座,学历,公司,微博注册日期,信用,用户粉丝数,用户关注数,用户转赞评数
110,5150417207692792,,5815817290,2025-04-01 00:30:15,软趴趴的凉糕,女,你这个部落任务写了些什么啊……,0,0,,天津,天津,已经是条咸鱼了,,否,0,,,,,2015-12-31 00:10:13,较好,17,432,276
111,5150398978461288,,7887863120,2025-03-31 23:17:49,陪藕吃晚饭,男,石火坠落处左上方这两个原石的限时挑战哪个斯劝架做的，这个鸟飞了十几次过不去，自己不玩一遍吗,4,1,,福建,福建,镇魂,,否,1,19,水瓶座,,,2023-12-01 12:54:07,较低,39,128,90
112,5150530728889819,5150398978461288,7309581492,2025-04-01 08:01:21,舔猫主子不好吗,女,哥们，你去玩玩无限暖暖的小游戏，十几遍而已，算得上什么红温[doge]我5遍都淦在飞鸟上，第6次过了，这算好的了,0,0,铁粉1,福建,福建,,,否,0,,,,,2019-09-23 06:02:42,一般,1,17,0
113,5150357438598427,,7867975365,2025-03-31 20:32:45,誓约施乐,男,不如我们海贼王[笑cry],4,0,,湖南,湖南,,,否,0,15,射手座,,,2023-08-31 21:56:28,较低,5,18,0
114,5150328980247348,,7862638328,2025-03-31 18:39:40,sky时沐,女,把小龙还给我[抱抱],0,0,,天津,天津,是一位散厨，小猫是最棒的！！,,否,0,19,巨蟹座,北京科技大学管庄校区,,2023-08-14 08:28:36,一般,20,94,293
115,5150237775367772,,7851600226,2025-03-31 12:37:15,Yukimi_ana,女,新版本原神星铁托管/探索✨精托180/月，全托280/月350/版本全托✨每日返图，大活动40-50，小活动10深渊20/期✨超级认真全能代代，原铁双坑满级全勤[珊瑚宫心海]支持验证码/扫码/帐密✨可全程b直播，高质量高效率✅信誉图2k+http://t.cn/A6jDSzu3，四年千单无差评[送花花]祝板宝运气爆棚，生活愉快！,0,0,,四川,四川,你好呀，这里超级认真的代代，可全程直播，消息看到都会回哒(´▽｀)联系方式wx 13636509652（镇魂,,否,1,24,摩羯座,,,2023-07-17 16:54:59,一般,229,1077,118
116,5150237423045382,,3826755966,2025-03-31 12:35:51,疯狂的绘厨,女,原宝我也要纪念册！,0,0,,加拿大,加拿大,喜欢玩娃娃，发发牢骚，晒晒家里的毛孩子,,否,0,24,金牛座,,,2013-09-30 23:27:42,较好,78,672,729
117,5150167511598686,,7380162110,2025-03-31 07:58:03,呵呵7380162110,男,。。。。。,0,0,,福建,广东,,,否,0,27,摩羯座,,,2020-01-27 11:47:46,较低,20,137,9
118,5150063396128042,,5100100711,2025-03-31 01:04:20,一口啵啵耶,女,命你把龙宝设计成像旅行青蛙一样的旅行龙宝！[怒骂][怒骂],3,0,,四川,四川,平平安安 顺顺利利,,否,0,,,四川音乐学院,,2014-04-05 11:01:35,极好,624,96,420
119,5150041019781716,,7528504036,2025-03-30 23:35:25,关渡在这里,男,[泪],0,0,,江西,江西,算是一个发泄情绪的地方叭,,否,0,,,,,2020-11-28 09:39:37,较好,63,155,5284
120,5150034598038071,,7313486653,2025-03-30 23:09:54,大古熬汤兽,女,抽奖@原神,0,0,,河南,河南,,,否,0,,,,,2019-10-02 08:52:26,一般,2,18,6
121,5150029543899312,,7473245155,2025-03-30 22:49:48,鱼饭yy,女,这么多年了，连崩铁都上纪念册了，速上[doge][doge],2,0,,四川,四川,ou芸橘,,否,0,18,白羊座,四川农业大学,,2020-06-20 20:49:57,较好,14,42,385
122,5149996913264976,,7911112909,2025-03-30 20:40:09,齐_Lothar,男,@千风与斯 ,0,0,,湖南,湖南,,,否,0,,,,,2024-03-23 19:55:33,较低,25,45,3
123,5149982757487219,,7396590672,2025-03-30 19:43:53,十浓九,男,纪念册？？？？！！！！原神项目组啊，算我求求你了,0,0,,河南,河南,,,否,0,,,,,2020-02-21 15:12:17,一般,11,75,20
124,5149952120459771,,7851600226,2025-03-30 17:42:10,Yukimi_ana,女,新版本原神星铁托管/探索✨精托180/月，全托280/月350/版本全托✨每日返图，大活动40-50，小活动10深渊20/期✨超级认真全能代代，原铁双坑满级全勤[珊瑚宫心海]支持验证码/扫码/帐密✨可全程b直播，高质量高效率✅信誉图2k+http://t.cn/A6jDSzu3，四年千单无差评[送花花]祝板宝运气爆棚，生活愉快！,0,0,,四川,四川,你好呀，这里超级认真的代代，可全程直播，消息看到都会回哒(´▽｀)联系方式wx 13636509652（镇魂,,否,1,24,摩羯座,,,2023-07-17 16:54:59,一般,229,1077,118
125,5149951902876514,,2616223851,2025-03-30 17:41:17,4ever灬铭城,男,6,0,0,,河北,河北,以后，没有结果的事，就不要开始了。,素描九级,是,0,,,,,2012-02-14 11:11:54,较好,129,55,179
126,5149944151541284,,7806190939,2025-03-30 17:10:30,白羽_瓦星,女,[哇],0,0,,山东,山东,为爱发电ꉂ(ˊᗜˋ*),,否,0,,,,,2022-12-03 19:42:41,一般,2,465,55
127,5149922446019757,,7302100354,2025-03-30 15:44:15,柚木and木有,女,原神也要纪念册 原神也要纪念册原神也要纪念册 原神也要纪念册原神也要纪念册 原神也要纪念册原神也要纪念册 原神也要纪念册[泪][泪][泪],3,0,,北京,北京,,,否,0,21,射手座,,,2019-09-07 14:00:31,一般,5,28,46
128,5149902591755286,,5863588793,2025-03-30 14:25:20,YGAG_LI,男,真不考虑一下，主角可以转换这个性别吗[泪]以前入坑都不爱女角色，选了哥哥，现在开始喜欢妹妹了[泪]能不能出个转换性别的呀[泪],1,1,,福建,福建,传播正能量,,否,0,24,金牛座,,华强,2016-02-19 17:00:13,较好,1192,102,194
129,5149999437187394,5149902591755286,7515728636,2025-03-30 20:50:11,whnsyx,女,只能新开号[老师好][允悲],0,0,铁粉1,马来西亚,马来西亚,💚❤️💛,,否,0,,,,,2020-10-24 17:11:11,一般,26,172,1328
130,5149900351998435,,7430036716,2025-03-30 14:16:27,盛昕昕呀,女,我也没抽中,0,0,,四川,四川,小日子过得不错的人的黑粉，不接受反驳,,否,0,,,,,2020-04-05 16:14:13,一般,1,28,23
131,5149855924355187,,7466061111,2025-03-30 11:19:54,隐斛绮栩,男,[蛋糕],0,0,,福建,福建,,,否,1,22,处女座,,,2020-05-31 10:38:30,较好,14,253,122
132,5149827944155102,,7947895189,2025-03-30 09:28:44,散兵爱,女,我都没抽中歪了,0,0,,浙江,浙江,,,否,0,,,,,2024-09-07 20:30:22,较低,2,45,4
133,5149809854120825,,7605897195,2025-03-30 08:16:50,人工降雨TvT,男,[悲伤][悲伤]我已经七十多发了求老米让我八十抽以内瓦蕾莎不歪[泪][泪]一个纳塔角色都没有,0,0,,河南,河南,,,否,0,24,摩羯座,,,2021-05-09 23:26:57,较好,6,193,77
134,5149700399827378,,7859018073,2025-03-30 01:01:55,北山门bm,男,求求了老米，你让我出伊安珊吧，我要崩溃了，我不要夏沃蕾，我不要嘉明，我只要伊安珊我的UID是309475609求求了，老米,0,0,,浙江,浙江,,,否,0,,,,,2023-08-01 20:58:11,较低,2,182,0
135,5149680430746943,,7818340056,2025-03-29 23:42:34,玉相遥,男,[doge],1,0,,广西,广西,还记得吗？2024年6月18日中午11点，就是食物语关服的时间呀,,否,1,,,,,2023-01-31 12:20:29,较好,186,374,48989
136,5149652500351627,,7764706348,2025-03-29 21:51:35,Quill7an,女,@原神 ,0,0,,山东,山东,有的人失眠，有的人酣睡，世界就是这样循环轮转。,,否,0,21,天秤座,,,2022-06-02 23:46:42,一般,9,820,207
137,5149592284038969,,7926518522,2025-03-29 17:52:18,用户7926518522,男,[doge],0,0,,江苏,江苏,,,否,0,,,,,2024-06-12 23:01:55,较低,2,86,6
138,5149580693868276,,5225965217,2025-03-29 17:06:15,芝士烤木鱼子,女,[送花花],0,0,,甘肃,甘肃,生活将我反复捶打 肉质竟变得筋道Q弹～ᵔ⤙ᵔ,,否,1,,,,,2014-07-21 21:13:35,较好,73,649,496
139,5149551313556095,,5662919174,2025-03-29 15:09:30,Vermouthua,女,[送花花],0,0,,江苏,江苏,既做不了神灵，当个野兽也罢。,,否,0,24,金牛座,,,2015-07-29 18:55:06,较好,28,169,162
140,5149526202779792,,7880996525,2025-03-29 13:29:43,爱吃薯条的鹿琦,女,超可爱！#瓦雷莎# #原神# #原神[超话]#,0,0,,马来西亚,马来西亚,正主老婆:白鹿  K.pop老婆:宋雨琦,,否,0,17,天秤座,,,2023-10-28 23:56:01,较低,8,38,5
141,5149507467086643,,6301230699,2025-03-29 12:15:16,YB_曦米小煜,女,策划你睡了吗，你看见你家铁的前瞻了吗，我睡不着[嘻嘻][嘻嘻],0,0,,云南,云南,一台没有感情的转发机器,,否,0,23,白羊座,,,2017-07-02 17:01:20,较好,83,176,188
142,5149430345368310,,7692222218,2025-03-29 07:08:49,破忒头1108号,女,[太阳],0,0,,山东,山东,今天是好人，明天不一定,,否,0,22,天蝎座,,,2021-09-09 18:59:21,较好,37,552,5756
143,5149354734912860,,6068383070,2025-03-29 02:08:22,你像月色轰鸣,男,快爆米[泪][泪],0,0,,湖北,湖北,,,否,0,,,,,2016-11-13 16:40:16,较低,3,32,0
144,5149306454019986,,7158586186,2025-03-28 22:56:31,莫仔舔狗,女,好可爱啊啊啊啊啊,0,0,,江西,江西,陆沉查理苏黎深梦女，祁煜夏鸣星路辰司岚刘辩推,,否,0,20,金牛座,,,2019-05-24 18:22:03,较低,2,52,0
145,5149305837459380,,7918512523,2025-03-28 22:54:04,秋刀鱼的楸,男,可爱宝宝[哇],1,0,,江西,江西,愿望是开心,,否,1,16,金牛座,,,2024-05-01 23:02:14,一般,1127,201,717
146,5149304280846170,,7403851932,2025-03-28 22:47:53,爱暃_,女,是不是你把王者荣耀搞崩的,0,0,,广东,广东,,,否,0,,,,,2020-03-02 05:01:21,一般,1,90,48
147,5149287652005494,,7408243967,2025-03-28 21:41:48,男厕女厕儿童厕,女,好耶,0,0,,湖南,湖南,都tm是群剑÷玩意儿，就你们这两个群体天天犬吠，搞得tm人心惶惶，那祝zng有cmg的笔透，cmg有zng的吊扭，zng和cmg99锁死捏,,否,0,,,,,2020-03-08 21:09:54,较好,1,20,46
148,5149279543886157,,5509192998,2025-03-28 21:09:34,小困狗_top,男,更新服务器炸了bb,1,0,,江苏,江苏,天黑有灯，下雨有伞,,否,0,27,射手座,东苑高级中学,,2015-03-14 01:40:34,较好,325,137,416
149,5149276967801118,,7728602100,2025-03-28 20:59:21,X-hL7,女,好可爱[打call],2,0,,四川,四川,,,否,0,22,水瓶座,,,2021-12-13 02:09:51,一般,1,11,4
150,5149249851365305,,3168759575,2025-03-28 19:11:36,Tracer丶1551,女,[哇],0,0,,山西,山西,今夜の月はとても青いです,,否,0,,,,,2012-11-29 22:11:42,极好,346,449,349
151,5149239215919665,,7940585958,2025-03-28 18:29:20,Knifetv,女,可爱宝宝[打call],0,0,,河南,河南,Birds are free.,,否,0,20,狮子座,,,2024-08-09 19:09:17,较低,1,64,7
152,5149205623212560,,7694421973,2025-03-28 16:15:51,琪妤行诗漫绪,女,[哇],0,0,,内蒙古,内蒙古,“相信我，陪着我”,超话粉丝钻咖（鞠婧祎超话）,是,0,,,,上海橘事顺利影视文化工作室,2021-09-10 23:11:59,较好,1013,899,22473
153,5149192932298473,,3220149185,2025-03-28 15:25:25,Mr因果律,男,干饭牛牛太可爱辣[心][心][打call][打call],0,0,,上海,上海,,,否,1,,,,,2013-01-12 21:14:41,较好,1055,110,2227
154,5149182973184810,,7896198017,2025-03-28 14:45:51,是谁偷走可爱小熊,女,可爱呢瓦雷莎是非常可爱的小牛一头,0,0,,宁夏,宁夏,不怀好意点进来的默认你担是烂人哦,,否,0,21,射手座,,,2024-01-10 02:24:28,较低,20,129,384
155,5149166905328205,,7485616613,2025-03-28 13:41:59,南喵喵呀,女,妈呀,0,0,,广东,广东,每天只想当咸鱼,,否,0,,,,,2020-07-30 18:24:34,较好,12,231,67
156,5149054687511196,,7518670129,2025-03-28 06:16:05,9天的寓言,男,粉色牛头人,0,0,,美国,美国,,,否,0,,,,,2020-11-01 14:14:40,较好,8,9,813
157,5148973505446420,,7753848634,2025-03-28 00:53:29,毅只小洋0517,女,好像动画片大角牛[思考],0,0,,辽宁,辽宁,成毅唯粉  养浩中，养浩不易，请勿单曲 阳光较好，呼呼一般及以上 呼五天 私信后不茴 直接曲,,否,0,,,辽宁师范大学,,2022-04-14 23:23:58,较好,663,808,3307
158,5148933966006805,,7481042681,2025-03-27 22:16:22,可以做一个小可爱,女,@佑佑超可爱DAYTOY #原神# #瓦雷莎# ,0,0,,浙江,浙江,那也就随便啦,,否,0,,,,,2020-07-16 22:29:18,较好,21,106,1061
159,5148927330877641,,7980681754,2025-03-27 21:50:00,霸道生米强制爱,女,为什么我更新不了？？？？？？？？？？？？？？？？,1,1,,四川,四川,https://autopatchcn.yuanshen.com/client_app/download/Android/20250314185825_6syHeaRcYTGhEELJ/mihoyo/yuanshen_5.5.0.apk  原神,,否,0,24,天秤座,,,2025-02-07 19:32:17,较低,8,172,313
160,5148896499860973,,1041908753,2025-03-27 19:47:29,息盏显明月,男,嘿嘿提前金抽到了，特别好用的宝宝,1,0,,湖北,湖北,,,否,0,,,,,2012-09-19 22:47:24,较好,6,32,40
161,5148880979367133,,1833268563,2025-03-27 18:45:50,逍遥不吃水饺,男,跟大伟哥反映反映，把派蒙英配换了。就她事儿多。配的跟谁踩她脖子一样，留着这种货色带节奏吗,3,0,,天津,天津,,,否,0,38,摩羯座,,,2010-10-18 23:37:58,较好,190,47,814
162,5148857248517526,,6638683573,2025-03-27 17:11:32,就想换个昵称这么难嘛,男,[打call],0,0,,安徽,安徽,若时光流转，愿与珍爱之人，能够再次重逢！,,否,0,,,,,2018-08-16 10:00:14,较好,147,266,221
163,5148851359974760,,6098732242,2025-03-27 16:48:08,菠萝堡肉卷,男,@张_迎转 ,0,0,,山东,山东,,,否,0,25,摩羯座,,,2017-01-11 19:00:41,较好,1132,316,126
164,5148846166901238,,5528252788,2025-03-27 16:27:29,爱DC的大朋友,男,@Hd_Cobain ,0,0,,北京,北京,,,否,0,,,,,2015-02-19 00:33:21,一般,59,190,87
165,5148838143721533,,6688898989,2025-03-27 15:55:36,梦汐在加油,男,@ankh的红色羽毛 ,0,0,,重庆,重庆,不想说,,否,0,,,,,2018-09-09 08:16:40,较好,55,665,280
166,5148817865051379,,2233271887,2025-03-27 14:35:02,咕噜咕噜_orz,男,噢,0,0,,四川,四川,That sometimes all a person needs is a hand to hold and a heart to understand.,,否,0,,,,,2011-07-08 10:28:05,较好,97,315,1899
167,5148811823416696,,6450939399,2025-03-27 14:11:02,清心无心-美梦非梦,男,新版本还不错,0,0,,广东,广东,,,否,1,,,广州市第七中学,,2018-01-13 10:04:41,较好,26,93,27
168,5148809857598307,,3200490885,2025-03-27 14:03:12,不喜欢草莓喜欢成毅,女,更新5.5之后特别特别卡，怎么解[泪]，是系统原因还是我手机的原因，之前从来没出现过，更新之后就这卡的不行了，救救孩子吧[泪],0,0,,上海,上海,"菩萨说:福气深的女子,一般前面都很难 一旦劫难渡完,后半生福报会很大",,否,0,,,,,2012-12-22 21:41:33,较好,92,62,43
169,5148809388101031,,7891775422,2025-03-27 14:01:21,ss0214012,男,。,0,0,,四川,四川,,,否,0,,,西华大学,,2023-12-20 13:34:07,较低,1,6,0
170,5148770380024571,,5269670318,2025-03-27 11:26:21,大红花蝴蝶公主殿下,女,[打call],0,0,,安徽,安徽,一直向西走，越过晨昏线，越过日界线，回到初始你的那一天。/sj我的默认摆乞是gay/互关请私我，直fo不回,,是,1,,,复旦大学,,2014-08-27 16:03:41,较好,666,959,10307
171,5148741692032773,,7007560510,2025-03-27 09:32:21,太费脑子了_,女,[哇],0,0,,山东,山东,,,否,0,,,,,2019-02-23 11:12:25,较好,49,172,7514
172,5148733642902214,,6789763644,2025-03-27 09:00:22,白薔薇墓園y,女,[拜拜],0,0,,江西,江西,,,否,0,19,金牛座,,,2020-06-07 16:46:23,一般,3,15,0
173,5148733529131102,,7764779282,2025-03-27 08:59:55,Goodhon-Lee,男,刻师傅七命了，卧槽尼玛,1,0,,福建,福建,天天想跑路，月月拿全勤(怒摔杯),,否,0,,,,,2022-05-31 14:48:38,一般,18,16,0
174,5148626671108670,,7823918230,2025-03-27 01:55:18,一只阿狸L,女,@一只修阿狸 @原神 [爱你],0,0,,河南,河南,1,,否,0,,,,,2023-02-26 20:19:34,一般,2,10,10
175,5148606999825083,,7970617473,2025-03-27 00:37:08,辣酱兔,女,你们的绒翼龙挑战是不是有病[笑cry],1,3,,广东,广东,,,否,0,41,摩羯座,,,2024-12-26 10:56:45,较低,1,28,0
176,5148878933857078,5148606999825083,7970617473,2025-03-27 18:37:42,辣酱兔,女,回复@YTS顾笙:[允悲]放弃了 手机电脑平板都不好使,0,0,铁粉2,广东,广东,,,否,0,41,摩羯座,,,2024-12-26 10:56:45,较低,1,28,0
177,5148617522808620,5148606999825083,7881108998,2025-03-27 01:18:57,YTS顾笙,男,+1,2,0,铁粉2,云南,云南,,,否,0,20,巨蟹座,,,2023-10-31 09:26:52,较低,8,18,15
178,5148603749763621,,3232682424,2025-03-27 00:24:13,制造睡意-,女,嗯，媚宅了，媚到我这个宅女了[女孩儿],1,0,,辽宁,辽宁,终有一天银海里会有我。,,否,0,22,双子座,,,2013-04-14 19:16:45,较好,639,723,9266
179,5148593444097923,,5699177026,2025-03-26 23:43:16,上善若水水善利,男,@无97138 ,0,0,,安徽,安徽,饿殍遍野存良人，轻舟烟雨寻满穗。,,否,1,21,处女座,,,2015-09-28 22:36:11,较好,255,1519,1477
180,5148590843103884,,7861428373,2025-03-26 23:32:56,糯米团羽毛吃吃,女,。。,0,0,,安徽,安徽,我推都是gay｜莎嬷恒嬷天骨解，属性搜置顶 最近低浮中,,否,1,20,处女座,,,2023-08-09 22:13:40,一般,468,1113,9782
181,5148590007653610,,7851600226,2025-03-26 23:29:37,Yukimi_ana,女,新版本原神星铁托管/探索✨精托180/月，全托280/月350/版本全托✨每日返图，大活动40-50，小活动10深渊20/期✨超级认真全能代代，原铁双坑满级全勤[珊瑚宫心海]支持验证码/扫码/帐密✨可全程b直播，高质量高效率✅信誉图2k+http://t.cn/A6jDSzu3，四年千单无差评[送花花]祝板宝运气爆棚，生活愉快！,0,0,,四川,四川,你好呀，这里超级认真的代代，可全程直播，消息看到都会回哒(´▽｀)联系方式wx 13636509652（镇魂,,否,1,24,摩羯座,,,2023-07-17 16:54:59,一般,229,1077,118
182,5148580848077155,,6410251628,2025-03-26 22:53:13,那还是七马的朝生啵,男,煮透,0,0,,湖南,湖南,已工作啊啊啊啊啊啊啊啊啊啊（啥玩意高三 已经大二了 奔三（已经大四了（已经上班了））,,否,0,24,水瓶座,合肥工业大学,,2017-11-25 22:29:51,较好,284,1331,21811
183,5148568576329572,,7313599901,2025-03-26 22:04:26,离海鲸落,女,@原神 ,0,0,,河北,河北,内向。。。社恐人员,,否,1,23,天蝎座,,,2019-10-02 19:50:04,较好,1,166,70
184,5148567866971381,,7759195692,2025-03-26 22:01:38,仇仇不是仇,女,@原神 [打call],0,0,,浙江,浙江,,,否,0,26,摩羯座,,,2022-05-09 16:08:33,较好,1,42,25
185,5148526032456437,,7625356782,2025-03-26 19:15:24,晴空万里行1,男,都说微博无论看多少次，乐子都少不了[笑cry],4,2,,广东,广东,,,否,1,,,,,2021-06-11 13:47:53,较低,19,200,34
186,5148872092683964,5148526032456437,7625356782,2025-03-27 18:10:31,晴空万里行1,男,这么能精神胜利[允悲]卧槽？本来就不想理，硬凑上来？都是把微博当笑料来看的，不知被打脸了多少回？还在评论区为王？不记打,0,0,铁粉4,广东,广东,,,否,1,,,,,2021-06-11 13:47:53,较低,19,200,34
187,5148848364979330,5148526032456437,6068383070,2025-03-27 16:36:14,你像月色轰鸣,男,乐子,1,0,铁粉5,湖北,湖北,,,否,0,,,,,2016-11-13 16:40:16,较低,3,32,0
188,5148516709307673,,7947941071,2025-03-26 18:38:21,日落时的窗门,女,原神你现在好牛哇！怎么做到从开服超抖100h沦落到开服稳定前十五不入的哇[求关注][求关注],2,0,,山东,山东,有人日落待窗前，问我粥可温。,,否,1,,,,,2024-09-06 14:35:33,较低,14,286,2259
189,5148510652203312,,7480639017,2025-03-26 18:14:16,风见黎归,女,你吗了新地图是不让手机端活了是吗？能不能少整点那红温任务,2,0,,辽宁,辽宁,,,否,0,,,,,2020-07-14 17:54:09,较好,1,88,16
